Route_ID,Origin,Destination,Distance_km,Traffic_Level,Fuel_Consumption_L,Transportation_Cost,Delivery_Time_Min,On_Time_Delivery,Vehicle_Type,Weather_Condition,Road_Condition,Real_Time_Adjustment
R256,Warehouse_C,City_Z,242.88,Low,92.51,3096.67,930.11,Yes,Truck,Clear,Poor,No
R257,Warehouse_C,City_Y,39.03,Medium,78.73,397.92,682.72,Yes,EV,Snowy,Good,Yes
R258,Warehouse_B,City_X,277.11,Medium,19.72,4743.62,808.6,Yes,Truck,Clear,Poor,No
R259,Warehouse_D,City_X,211.5,High,80.42,2889.35,77.87,Yes,Truck,Foggy,Poor,Yes
R260,Warehouse_C,City_W,439.49,Low,64.89,2563.71,610.55,No,Bike,Rainy,Good,Yes
R261,Warehouse_A,City_Z,105.98,Medium,67.56,4205.0,541.78,Yes,EV,Snowy,Good,Yes
R262,Warehouse_B,City_X,414.1,Medium,83.56,4335.53,314.21,Yes,Van,Clear,Average,Yes
R263,Warehouse_A,City_W,281.06,Medium,58.23,2635.19,284.56,Yes,Van,Clear,Average,No
R264,Warehouse_A,City_Z,32.03,High,47.67,4639.95,592.62,Yes,Van,Rainy,Average,Yes
R265,Warehouse_C,City_Y,486.06,High,64.39,370.45,715.29,Yes,EV,Snowy,Poor,No
R266,Warehouse_B,City_Z,258.74,Low,31.2,610.47,62.18,Yes,Bike,Foggy,Good,No
R267,Warehouse_D,City_Z,148.98,Medium,19.89,3004.1,580.38,Yes,Bike,Foggy,Average,Yes
R268,Warehouse_D,City_X,237.36,Low,62.43,1802.63,195.35,Yes,EV,Snowy,Good,No
R269,Warehouse_C,City_X,429.64,Low,24.92,2347.91,166.15,No,Bike,Rainy,Average,No
R270,Warehouse_C,City_Z,155.93,Medium,9.83,1673.99,634.43,Yes,EV,Rainy,Average,No
R271,Warehouse_B,City_X,100.37,Low,2.05,2053.39,331.54,Yes,EV,Rainy,Good,Yes
R272,Warehouse_D,City_X,68.89,Medium,61.62,4122.1,457.65,Yes,Van,Clear,Average,Yes
R273,Warehouse_D,City_X,152.44,High,37.49,2987.71,379.2,Yes,Van,Clear,Good,Yes
R274,Warehouse_D,City_W,391.12,Low,75.73,4986.86,658.89,No,Truck,Rainy,Average,No
R275,Warehouse_A,City_W,238.46,High,38.77,3945.05,486.02,Yes,EV,Snowy,Good,Yes
R276,Warehouse_D,City_Z,117.6,Medium,49.63,1404.65,964.55,No,Van,Foggy,Average,No
R277,Warehouse_A,City_X,87.26,Medium,41.89,1358.51,371.81,Yes,Van,Clear,Average,No
R278,Warehouse_B,City_W,169.7,High,65.76,1712.7,748.08,No,Van,Rainy,Poor,Yes
R279,Warehouse_A,City_Z,470.26,Low,36.9,4224.13,279.57,Yes,Bike,Clear,Good,Yes
R280,Warehouse_B,City_X,174.8,Medium,96.45,185.07,523.49,Yes,Van,Clear,Average,No
R281,Warehouse_D,City_Y,494.12,Medium,93.74,1189.4,565.99,Yes,Bike,Rainy,Poor,Yes
R282,Warehouse_D,City_X,245.19,Low,85.11,4529.35,349.24,Yes,Van,Snowy,Good,Yes
R283,Warehouse_B,City_X,93.69,High,92.19,3217.49,487.63,Yes,Bike,Foggy,Average,Yes
R284,Warehouse_C,City_W,446.11,High,46.02,1172.89,300.9,Yes,Bike,Snowy,Average,Yes
R285,Warehouse_B,City_Z,232.88,Low,54.57,1134.77,35.82,No,Van,Clear,Average,Yes
R286,Warehouse_C,City_Z,356.29,Low,74.73,4319.96,239.18,Yes,EV,Snowy,Good,Yes
R287,Warehouse_A,City_W,491.94,Medium,70.22,4474.1,709.06,Yes,Truck,Snowy,Poor,Yes
R288,Warehouse_A,City_X,29.84,Low,89.29,1317.85,777.83,No,Truck,Foggy,Average,Yes
R289,Warehouse_A,City_Y,52.86,Medium,72.2,2131.53,301.8,Yes,EV,Rainy,Poor,Yes
R290,Warehouse_D,City_X,361.63,Low,99.79,4181.25,425.8,No,Van,Rainy,Good,Yes
R291,Warehouse_A,City_X,144.5,Medium,36.15,3866.49,66.24,Yes,EV,Rainy,Good,No
R292,Warehouse_C,City_Y,96.23,Low,83.63,4078.88,259.95,Yes,Van,Snowy,Average,Yes
R293,Warehouse_A,City_W,24.48,Low,70.37,2616.07,785.84,Yes,Van,Snowy,Average,Yes
R294,Warehouse_B,City_Z,15.81,Medium,69.76,4562.17,617.81,No,Van,Foggy,Average,No
R295,Warehouse_B,City_W,388.37,Medium,33.93,1663.46,229.6,No,Van,Rainy,Poor,Yes
R296,Warehouse_D,City_W,71.54,High,78.99,825.53,279.72,No,Van,Foggy,Poor,Yes
R297,Warehouse_B,City_X,236.52,High,90.24,3558.23,822.3,Yes,EV,Foggy,Average,No
R298,Warehouse_C,City_Z,304.92,Low,23.42,2719.8,232.81,No,EV,Snowy,Good,Yes
R299,Warehouse_A,City_Z,217.03,Low,63.3,4280.2,354.13,Yes,Truck,Rainy,Good,No
R300,Warehouse_D,City_W,18.42,High,40.43,451.74,674.43,Yes,Van,Clear,Average,No
R301,Warehouse_A,City_Y,392.83,High,98.98,4226.28,574.28,No,EV,Clear,Poor,Yes
R302,Warehouse_A,City_W,10.2,High,48.93,1501.81,477.04,Yes,EV,Snowy,Good,Yes
R303,Warehouse_C,City_Y,382.14,Low,24.38,3291.54,902.75,Yes,Van,Snowy,Poor,Yes
R304,Warehouse_B,City_Z,447.19,High,39.42,248.64,243.12,Yes,Van,Snowy,Average,Yes
R305,Warehouse_B,City_W,219.26,Low,66.08,3067.43,749.18,Yes,EV,Snowy,Poor,No
R306,Warehouse_A,City_X,270.09,Medium,9.46,3600.49,184.29,Yes,Van,Clear,Poor,Yes
R307,Warehouse_D,City_W,241.11,High,61.15,1875.31,627.26,Yes,Bike,Rainy,Poor,Yes
R308,Warehouse_B,City_Z,197.66,Low,93.26,1116.28,874.5,No,EV,Foggy,Good,Yes
R309,Warehouse_D,City_X,444.28,High,85.34,2711.27,474.16,Yes,Truck,Clear,Poor,Yes
R310,Warehouse_B,City_X,447.5,Low,8.63,4174.29,732.57,Yes,Van,Rainy,Poor,Yes
R311,Warehouse_D,City_Y,171.23,High,99.35,1651.56,825.78,Yes,Bike,Snowy,Poor,Yes
R312,Warehouse_C,City_X,309.46,Low,70.48,1299.72,161.95,No,Truck,Foggy,Average,No
R313,Warehouse_D,City_X,463.82,High,17.9,1430.73,714.65,Yes,Truck,Rainy,Poor,Yes
R314,Warehouse_C,City_W,481.22,Low,3.22,4748.2,922.25,Yes,Truck,Rainy,Poor,Yes
R315,Warehouse_C,City_Z,256.93,Medium,18.79,1828.42,589.08,Yes,Van,Foggy,Good,Yes
R316,Warehouse_D,City_Y,229.15,Medium,84.14,67.84,210.54,Yes,Truck,Rainy,Average,Yes
R317,Warehouse_C,City_W,142.95,Medium,4.12,3919.32,153.13,Yes,EV,Rainy,Poor,Yes
R318,Warehouse_A,City_X,479.64,Low,24.85,3511.41,281.94,Yes,EV,Foggy,Good,Yes
R319,Warehouse_C,City_X,75.69,Medium,76.22,686.41,130.41,Yes,Van,Foggy,Good,Yes
R320,Warehouse_B,City_Y,292.02,Low,59.44,4925.28,527.99,No,Van,Clear,Poor,Yes
R321,Warehouse_D,City_Z,144.86,Medium,78.71,3059.91,97.61,Yes,Truck,Snowy,Good,Yes
R322,Warehouse_A,City_Y,143.11,Low,75.12,2528.86,246.7,No,Van,Snowy,Good,No
R323,Warehouse_D,City_W,205.46,High,6.96,1941.99,456.71,Yes,EV,Rainy,Good,Yes
R324,Warehouse_B,City_Y,499.4,Low,89.47,4498.43,489.7,Yes,EV,Snowy,Good,No
R325,Warehouse_B,City_X,32.21,Low,24.25,1257.62,578.44,Yes,EV,Clear,Poor,Yes
R326,Warehouse_B,City_W,291.38,Low,56.23,1464.56,714.45,No,Van,Rainy,Poor,No
R327,Warehouse_C,City_X,45.87,Medium,65.14,655.93,75.81,Yes,EV,Snowy,Good,Yes
R328,Warehouse_C,City_Z,81.49,Low,18.53,3807.64,108.2,No,Van,Snowy,Poor,Yes
R329,Warehouse_D,City_X,222.58,Medium,97.67,2997.97,89.03,Yes,Bike,Rainy,Poor,No
R330,Warehouse_D,City_X,257.68,High,49.84,3064.88,440.46,Yes,Truck,Foggy,Good,No
R331,Warehouse_A,City_Y,133.1,Medium,7.65,1131.43,70.59,Yes,Bike,Clear,Good,No
R332,Warehouse_A,City_X,161.65,Medium,93.85,3273.28,753.7,Yes,EV,Rainy,Good,Yes
R333,Warehouse_D,City_W,48.05,Low,59.45,3839.02,246.31,Yes,Truck,Rainy,Poor,Yes
R334,Warehouse_C,City_W,155.09,Medium,70.52,1821.55,941.04,Yes,EV,Snowy,Poor,Yes
R335,Warehouse_B,City_Z,483.45,Low,53.47,4016.67,501.81,Yes,EV,Foggy,Average,No
R336,Warehouse_D,City_W,472.63,Medium,83.8,1776.51,462.94,Yes,Bike,Snowy,Average,No
R337,Warehouse_A,City_Y,170.76,Low,5.25,3802.79,787.12,Yes,EV,Rainy,Good,Yes
R338,Warehouse_C,City_Z,287.57,Medium,28.3,216.96,721.76,Yes,Truck,Rainy,Average,No
R339,Warehouse_D,City_W,455.25,Low,48.03,2778.26,619.09,Yes,EV,Snowy,Poor,Yes
R340,Warehouse_D,City_Y,8.06,High,9.51,4849.16,937.09,Yes,Truck,Foggy,Average,Yes
R341,Warehouse_C,City_W,406.29,Low,71.18,4907.16,439.59,Yes,Bike,Rainy,Average,Yes
R342,Warehouse_D,City_W,474.44,Medium,40.58,1444.68,814.28,No,Van,Clear,Good,Yes
R343,Warehouse_C,City_X,50.21,Low,28.72,2234.93,398.69,Yes,EV,Foggy,Poor,Yes
R344,Warehouse_B,City_W,84.92,Medium,2.33,361.74,843.2,No,Bike,Rainy,Poor,Yes
R345,Warehouse_C,City_W,480.57,High,72.54,4373.04,281.69,Yes,EV,Foggy,Poor,Yes
R346,Warehouse_C,City_Y,271.08,Medium,83.71,2864.43,310.59,Yes,Truck,Foggy,Poor,Yes
R347,Warehouse_C,City_Y,12.03,Medium,40.71,1956.25,687.53,Yes,EV,Clear,Average,No
R348,Warehouse_D,City_X,132.53,High,57.29,608.21,236.33,Yes,Van,Rainy,Good,Yes
R349,Warehouse_D,City_W,227.72,Medium,24.31,4736.5,252.28,Yes,EV,Foggy,Average,Yes
R350,Warehouse_C,City_X,347.99,Medium,62.98,2674.58,326.1,Yes,Van,Rainy,Poor,Yes
R351,Warehouse_D,City_W,367.91,Medium,3.19,1450.49,688.56,Yes,Van,Rainy,Good,No
R352,Warehouse_A,City_Z,497.73,Medium,49.89,1783.56,892.71,Yes,EV,Foggy,Good,Yes
R353,Warehouse_A,City_Z,147.32,Low,65.13,1389.95,684.33,Yes,Bike,Snowy,Poor,No
R354,Warehouse_D,City_X,271.42,High,91.98,3028.96,832.98,Yes,EV,Foggy,Poor,Yes
R355,Warehouse_D,City_X,269.0,Medium,39.37,4653.32,557.25,Yes,Van,Snowy,Good,Yes
R356,Warehouse_C,City_X,205.79,Low,76.99,4290.63,96.86,No,Bike,Snowy,Poor,Yes
R357,Warehouse_B,City_Y,88.74,Medium,60.57,2328.89,127.45,Yes,Van,Snowy,Poor,Yes
R358,Warehouse_D,City_Y,488.84,Low,92.85,4141.17,567.76,Yes,Van,Snowy,Poor,Yes
R359,Warehouse_A,City_Y,427.39,Low,41.04,2144.37,347.97,No,EV,Foggy,Poor,Yes
R360,Warehouse_C,City_X,251.67,Medium,33.27,1298.92,243.95,Yes,Truck,Snowy,Good,Yes
R361,Warehouse_D,City_W,303.61,High,88.94,4917.9,482.27,Yes,EV,Rainy,Good,Yes
R362,Warehouse_A,City_Z,117.49,High,6.83,1554.24,676.5,Yes,Truck,Foggy,Average,No
R363,Warehouse_A,City_X,274.17,High,15.37,1652.43,403.44,Yes,Truck,Clear,Average,No
R364,Warehouse_B,City_Y,349.01,High,10.08,4948.98,808.47,Yes,EV,Snowy,Good,Yes
R365,Warehouse_C,City_Y,260.01,Low,84.62,712.94,746.37,Yes,Truck,Foggy,Average,Yes
R366,Warehouse_C,City_X,495.19,Low,3.04,3814.64,742.87,Yes,Van,Snowy,Poor,Yes
R367,Warehouse_B,City_X,307.61,High,86.44,4682.27,985.63,Yes,Bike,Rainy,Poor,Yes
R368,Warehouse_B,City_Y,188.63,Low,46.22,2583.39,316.37,Yes,EV,Snowy,Good,No
R369,Warehouse_C,City_W,387.22,Medium,2.39,62.48,655.38,Yes,Truck,Foggy,Average,No
R370,Warehouse_C,City_Y,89.38,Medium,41.36,1906.54,859.81,No,Van,Rainy,Poor,Yes
R371,Warehouse_D,City_Y,195.34,Low,20.31,602.27,592.14,No,Bike,Snowy,Average,Yes
R372,Warehouse_D,City_X,176.74,High,63.19,2110.13,795.82,Yes,Truck,Clear,Good,Yes
R373,Warehouse_B,City_W,218.74,Medium,68.58,3960.63,432.02,No,Truck,Snowy,Good,No
R374,Warehouse_D,City_Y,391.98,Medium,49.78,2221.62,602.78,Yes,Van,Snowy,Average,Yes
R375,Warehouse_A,City_Y,244.67,High,5.97,2188.03,84.0,Yes,Bike,Rainy,Good,No
R376,Warehouse_D,City_Z,398.04,Medium,66.3,2806.11,986.19,Yes,Bike,Snowy,Poor,No
R377,Warehouse_D,City_X,290.36,Low,84.52,2929.37,806.02,Yes,Van,Foggy,Poor,No
R378,Warehouse_A,City_Z,174.32,Medium,72.59,4288.67,872.74,Yes,Bike,Foggy,Average,Yes
R379,Warehouse_B,City_Z,405.94,High,83.34,1576.36,703.47,Yes,EV,Rainy,Average,Yes
R380,Warehouse_A,City_Y,122.95,Medium,21.65,4117.27,210.47,Yes,Bike,Foggy,Good,Yes
R381,Warehouse_D,City_X,116.07,Medium,89.11,2851.37,60.1,Yes,Truck,Clear,Good,No
R382,Warehouse_B,City_W,254.73,Medium,33.57,1537.62,868.72,Yes,Bike,Snowy,Average,Yes
R383,Warehouse_D,City_Y,134.12,Low,3.31,1510.87,414.44,No,EV,Rainy,Good,No
R384,Warehouse_A,City_W,9.5,High,84.65,1837.63,285.95,No,EV,Foggy,Average,No
R385,Warehouse_A,City_W,325.91,High,94.3,3132.33,574.82,Yes,Truck,Clear,Average,No
R386,Warehouse_D,City_X,257.99,Low,66.24,1192.52,438.27,Yes,Truck,Clear,Poor,Yes
R387,Warehouse_C,City_Z,225.53,Low,24.68,4605.65,662.12,Yes,EV,Rainy,Good,Yes
R388,Warehouse_C,City_X,483.65,High,26.67,2895.82,499.28,No,Van,Rainy,Average,Yes
R389,Warehouse_A,City_W,287.74,High,47.73,4604.08,706.32,Yes,EV,Foggy,Poor,Yes
R390,Warehouse_A,City_Y,432.4,High,89.99,279.7,857.82,No,Bike,Snowy,Average,No
R391,Warehouse_C,City_W,74.03,High,16.66,1745.93,219.69,Yes,Truck,Clear,Good,No
R392,Warehouse_C,City_Y,286.76,Medium,82.95,162.9,349.55,No,Van,Clear,Poor,Yes
R393,Warehouse_D,City_Y,434.65,Medium,30.55,1397.65,453.71,Yes,EV,Rainy,Good,Yes
R394,Warehouse_D,City_X,293.64,Medium,81.24,4316.93,963.2,Yes,Truck,Clear,Poor,Yes
R395,Warehouse_C,City_W,360.42,Low,92.19,231.22,384.37,Yes,Bike,Rainy,Good,Yes
R396,Warehouse_D,City_Z,189.16,Medium,43.89,2208.93,399.67,No,Van,Snowy,Average,Yes
R397,Warehouse_D,City_W,50.76,Medium,37.77,631.96,663.87,No,Van,Rainy,Average,Yes
R398,Warehouse_B,City_W,231.66,Medium,80.62,2113.36,436.62,Yes,Van,Snowy,Average,No
R399,Warehouse_D,City_Z,200.27,Medium,53.89,4202.32,952.69,Yes,Bike,Foggy,Good,No
R400,Warehouse_A,City_X,434.19,Medium,69.08,3134.2,897.63,No,Truck,Rainy,Poor,Yes
R401,Warehouse_D,City_W,125.78,Low,63.04,3696.94,528.01,No,EV,Foggy,Good,No
R402,Warehouse_D,City_W,483.53,Low,16.98,1778.07,655.43,Yes,Truck,Snowy,Average,Yes
R403,Warehouse_C,City_Y,479.28,Low,84.79,4724.77,86.29,Yes,Bike,Clear,Good,No
R404,Warehouse_A,City_W,127.58,Low,21.19,3560.85,704.86,Yes,Truck,Foggy,Poor,Yes
R405,Warehouse_D,City_Z,177.29,High,93.36,2137.9,715.98,No,Van,Rainy,Average,Yes
R406,Warehouse_D,City_Y,448.3,Low,26.56,2161.0,378.42,Yes,EV,Rainy,Good,Yes
R407,Warehouse_B,City_X,483.48,Low,73.92,4597.49,243.09,Yes,Bike,Foggy,Average,Yes
R408,Warehouse_D,City_Y,224.5,Medium,29.9,2903.2,917.63,Yes,Van,Foggy,Good,No
R409,Warehouse_D,City_Z,163.89,Medium,33.14,3546.58,443.9,Yes,Truck,Foggy,Good,No
R410,Warehouse_B,City_Z,265.42,Low,32.38,2114.32,664.09,Yes,Van,Rainy,Average,No
R411,Warehouse_C,City_Y,345.45,Medium,75.29,1157.28,62.33,Yes,Truck,Foggy,Poor,No
R412,Warehouse_D,City_X,140.37,Medium,56.57,3631.62,431.65,Yes,Truck,Foggy,Average,Yes
R413,Warehouse_B,City_Y,369.55,Low,88.53,3058.73,822.74,Yes,Bike,Snowy,Poor,Yes
R414,Warehouse_A,City_X,30.57,Low,32.12,2531.65,405.95,No,Truck,Foggy,Average,No
R415,Warehouse_C,City_Y,29.4,High,69.82,3138.9,615.07,Yes,Van,Foggy,Average,Yes
R416,Warehouse_A,City_Z,196.21,High,75.79,1081.01,233.56,Yes,Bike,Rainy,Average,Yes
R417,Warehouse_A,City_W,179.97,Medium,16.85,3980.0,434.03,Yes,EV,Rainy,Good,No
R418,Warehouse_B,City_W,161.24,Low,41.26,4743.41,929.81,No,Bike,Clear,Good,Yes
R419,Warehouse_D,City_X,248.05,Medium,49.32,4460.96,579.46,Yes,Van,Rainy,Poor,Yes
R420,Warehouse_B,City_X,163.76,Medium,36.86,1641.11,904.87,Yes,Truck,Rainy,Average,Yes
R421,Warehouse_B,City_X,100.17,Low,33.57,2059.73,904.96,No,Bike,Rainy,Good,Yes
R422,Warehouse_B,City_Z,158.19,Medium,69.27,4051.59,945.82,Yes,Bike,Rainy,Good,No
R423,Warehouse_B,City_Y,487.58,Medium,23.15,2995.83,898.53,Yes,Bike,Foggy,Average,No
R424,Warehouse_C,City_Z,208.5,Low,71.52,2762.18,33.18,Yes,Van,Clear,Average,Yes
R425,Warehouse_D,City_W,225.13,Medium,93.63,4636.88,935.99,No,Truck,Rainy,Average,No
R426,Warehouse_A,City_X,290.39,High,57.39,2703.32,163.34,Yes,EV,Foggy,Poor,No
R427,Warehouse_A,City_Y,491.75,Low,61.92,2598.95,68.73,No,EV,Rainy,Average,Yes
R428,Warehouse_D,City_W,124.59,High,8.76,257.99,83.73,Yes,Truck,Clear,Good,No
R429,Warehouse_A,City_W,342.23,Low,86.72,393.61,368.45,Yes,EV,Snowy,Good,Yes
R430,Warehouse_D,City_W,359.41,High,29.97,86.73,632.18,Yes,Truck,Snowy,Average,No
R431,Warehouse_A,City_Z,305.63,Low,62.28,4570.56,420.24,Yes,Bike,Clear,Poor,No
R432,Warehouse_B,City_X,48.85,Low,97.95,2071.51,54.79,Yes,Bike,Foggy,Poor,Yes
R433,Warehouse_A,City_W,340.05,Medium,60.36,2369.38,492.19,Yes,Van,Foggy,Good,No
R434,Warehouse_D,City_X,36.73,Medium,73.02,4234.67,458.87,Yes,Bike,Clear,Poor,No
R435,Warehouse_D,City_Z,300.09,High,45.64,3065.77,764.14,No,Van,Snowy,Average,Yes
R436,Warehouse_D,City_W,371.09,Low,7.92,3067.03,301.22,No,EV,Rainy,Poor,Yes
R437,Warehouse_D,City_Z,109.43,Low,80.16,1517.85,241.01,Yes,EV,Snowy,Poor,Yes
R438,Warehouse_D,City_Z,421.6,Medium,5.43,4177.85,278.26,Yes,Bike,Rainy,Good,Yes
R439,Warehouse_C,City_X,20.03,Medium,70.66,870.86,324.63,Yes,Truck,Clear,Good,Yes
R440,Warehouse_C,City_W,422.69,Low,4.25,313.09,611.19,Yes,EV,Clear,Good,Yes
R441,Warehouse_A,City_Z,232.86,Medium,86.51,998.44,487.38,Yes,EV,Clear,Poor,Yes
R442,Warehouse_D,City_W,112.71,Medium,17.45,1375.3,356.79,Yes,EV,Snowy,Good,Yes
R443,Warehouse_A,City_X,71.22,High,52.4,1447.44,393.08,Yes,Truck,Clear,Good,No
R444,Warehouse_D,City_Z,476.89,High,60.52,3369.04,389.8,Yes,Bike,Snowy,Poor,No
R445,Warehouse_D,City_X,40.97,Low,46.84,1128.23,973.23,Yes,Van,Foggy,Poor,No
R446,Warehouse_C,City_W,103.55,Medium,35.39,3399.46,256.01,No,Truck,Rainy,Poor,Yes
R447,Warehouse_C,City_W,177.17,Low,47.85,501.1,823.52,Yes,Truck,Rainy,Average,No
R448,Warehouse_B,City_X,312.02,Medium,32.52,778.65,716.96,Yes,EV,Rainy,Average,No
R449,Warehouse_C,City_Y,274.68,Medium,44.94,2568.67,35.4,Yes,Van,Clear,Poor,No
R450,Warehouse_B,City_Z,67.19,High,37.17,4613.38,993.38,Yes,Truck,Rainy,Good,No
R451,Warehouse_B,City_W,148.42,Medium,57.49,4304.86,763.75,Yes,EV,Clear,Poor,No
R452,Warehouse_B,City_W,123.18,High,25.32,4845.33,691.98,No,Truck,Snowy,Average,Yes
R453,Warehouse_B,City_Z,110.7,High,98.89,3269.87,423.16,Yes,EV,Clear,Good,Yes
R454,Warehouse_B,City_X,208.52,High,51.09,3395.28,568.55,No,Van,Rainy,Average,Yes
R455,Warehouse_A,City_X,353.5,High,21.03,3143.86,275.67,Yes,Van,Clear,Average,Yes
R456,Warehouse_C,City_X,112.64,Medium,48.75,3132.95,64.42,Yes,EV,Clear,Average,No
R457,Warehouse_B,City_Y,186.51,Low,86.91,778.25,840.94,Yes,Bike,Snowy,Average,Yes
R458,Warehouse_D,City_Y,198.5,Low,4.14,2741.51,899.59,Yes,Truck,Clear,Good,No
R459,Warehouse_C,City_W,488.35,Low,68.6,1961.04,187.6,No,Bike,Rainy,Poor,No
R460,Warehouse_C,City_X,477.56,Medium,55.7,2240.56,793.44,Yes,Truck,Clear,Good,Yes
R461,Warehouse_B,City_Z,401.07,Medium,18.62,2641.82,748.92,Yes,Van,Foggy,Poor,Yes
R462,Warehouse_A,City_W,124.62,Medium,82.11,685.56,203.02,Yes,Truck,Clear,Poor,Yes
R463,Warehouse_B,City_Z,38.68,High,38.15,1829.46,439.17,Yes,EV,Foggy,Good,No
R464,Warehouse_A,City_W,161.87,High,30.79,364.08,440.08,Yes,EV,Rainy,Poor,No
R465,Warehouse_D,City_Y,137.06,Low,83.16,4899.36,767.17,Yes,EV,Foggy,Good,No
R466,Warehouse_C,City_W,255.43,Low,64.58,636.71,842.53,Yes,Bike,Foggy,Good,Yes
R467,Warehouse_D,City_Y,389.98,Medium,90.03,1329.7,121.93,Yes,Van,Foggy,Poor,Yes
R468,Warehouse_A,City_W,429.87,Low,63.73,4461.9,576.08,Yes,Van,Foggy,Poor,Yes
R469,Warehouse_A,City_X,423.21,Medium,74.6,2439.41,768.9,Yes,Van,Foggy,Average,Yes
R470,Warehouse_D,City_Z,183.04,Medium,83.97,721.4,792.6,No,EV,Clear,Poor,No
R471,Warehouse_A,City_X,345.18,Medium,7.36,1951.94,173.55,Yes,Van,Snowy,Poor,Yes
R472,Warehouse_D,City_W,159.85,High,78.05,623.55,539.74,Yes,Bike,Foggy,Poor,Yes
R473,Warehouse_C,City_W,35.15,High,62.14,1041.07,861.83,Yes,Bike,Rainy,Good,Yes
R474,Warehouse_D,City_W,352.27,Low,8.81,307.55,338.96,Yes,Bike,Rainy,Average,Yes
R475,Warehouse_C,City_Y,9.86,Medium,51.84,2219.23,442.36,Yes,EV,Clear,Average,No
R476,Warehouse_D,City_Z,207.55,Medium,10.08,4042.85,810.23,Yes,Truck,Snowy,Good,Yes
R477,Warehouse_A,City_Z,168.04,Low,74.12,2950.55,116.64,No,Van,Snowy,Poor,Yes
R478,Warehouse_D,City_W,348.22,Low,55.56,3051.41,863.71,Yes,Bike,Foggy,Poor,No
R479,Warehouse_A,City_W,384.29,Medium,95.45,1042.89,331.82,Yes,Truck,Rainy,Good,Yes
R480,Warehouse_D,City_Y,155.53,Low,19.95,1752.27,31.41,Yes,Truck,Rainy,Average,No
R481,Warehouse_D,City_X,406.76,Low,61.39,4233.95,257.13,Yes,Bike,Clear,Good,No
R482,Warehouse_B,City_X,150.49,Medium,22.74,484.89,116.82,Yes,Bike,Foggy,Good,No
R483,Warehouse_A,City_Z,225.93,Medium,62.18,4296.76,119.61,No,Van,Rainy,Poor,Yes
R484,Warehouse_B,City_Y,364.87,Low,72.82,2444.27,702.05,No,Van,Foggy,Good,No
R485,Warehouse_A,City_W,348.0,Low,72.79,4193.88,237.56,Yes,Truck,Snowy,Good,No
R486,Warehouse_B,City_Z,493.75,High,81.88,1624.13,936.7,Yes,Truck,Foggy,Good,Yes
R487,Warehouse_C,City_Y,116.45,Low,85.65,1727.27,530.95,Yes,Truck,Foggy,Poor,No
R488,Warehouse_D,City_X,332.85,High,9.57,3770.44,476.3,Yes,EV,Clear,Poor,Yes
R489,Warehouse_A,City_Y,306.79,Medium,35.64,3935.73,451.26,Yes,Truck,Clear,Average,No
R490,Warehouse_A,City_X,457.97,Low,69.34,1186.74,701.81,Yes,EV,Snowy,Average,Yes
R491,Warehouse_D,City_Y,82.4,Low,50.86,4865.71,468.69,Yes,Van,Snowy,Average,No
R492,Warehouse_A,City_Z,377.14,Low,20.69,468.23,154.74,Yes,Truck,Foggy,Poor,Yes
R493,Warehouse_A,City_X,286.29,Low,56.17,389.09,883.77,Yes,Van,Rainy,Average,Yes
R494,Warehouse_B,City_Z,140.96,Low,41.93,2997.75,445.54,Yes,Truck,Foggy,Good,Yes
R495,Warehouse_A,City_Z,239.85,Medium,40.22,3627.57,101.78,Yes,Van,Snowy,Average,Yes
R496,Warehouse_C,City_X,170.22,Low,81.36,4806.39,543.49,Yes,Truck,Clear,Good,Yes
R497,Warehouse_C,City_X,291.76,Medium,41.94,2054.48,657.93,Yes,EV,Clear,Average,Yes
R498,Warehouse_D,City_W,445.06,Medium,4.59,175.19,297.31,Yes,Bike,Snowy,Poor,Yes
R499,Warehouse_A,City_W,286.81,Low,7.69,3034.34,806.33,Yes,Van,Foggy,Good,Yes
R500,Warehouse_D,City_W,317.7,Low,85.91,1484.0,679.68,Yes,Van,Rainy,Good,Yes
R501,Warehouse_C,City_Z,261.78,Low,96.14,2193.09,660.83,No,Bike,Clear,Poor,Yes
R502,Warehouse_A,City_Z,30.33,Low,69.46,2467.92,438.2,Yes,Truck,Foggy,Good,Yes
R503,Warehouse_A,City_W,120.26,Medium,37.71,369.34,963.06,Yes,EV,Rainy,Average,Yes
R504,Warehouse_D,City_Z,248.54,Low,93.98,2455.61,295.96,No,EV,Snowy,Poor,Yes
R505,Warehouse_C,City_Z,158.57,Medium,66.95,2160.28,590.37,Yes,EV,Foggy,Good,Yes
R506,Warehouse_A,City_X,94.97,Medium,84.74,3577.09,329.78,Yes,Truck,Rainy,Poor,Yes
R507,Warehouse_D,City_X,254.55,Medium,77.05,3246.05,752.46,Yes,Van,Foggy,Good,Yes
R508,Warehouse_C,City_Z,164.79,Medium,39.16,966.82,76.36,Yes,Truck,Clear,Good,Yes
R509,Warehouse_D,City_W,132.76,Medium,48.91,1070.39,74.52,Yes,EV,Snowy,Poor,Yes
R510,Warehouse_B,City_Y,234.67,Low,20.24,1292.48,816.54,Yes,Bike,Clear,Good,Yes
R511,Warehouse_A,City_W,70.98,Low,30.62,935.8,451.24,Yes,EV,Clear,Average,Yes
R512,Warehouse_B,City_Y,464.23,Medium,78.26,3303.21,360.94,Yes,Van,Foggy,Average,Yes
